time,stability,delta,alert
208,99.85417077253811,-0.0007079088711776649,Normal
209,99.85346286366695,-0.000707908871163454,Normal
210,99.85275495479577,-0.0007079088711776649,Normal
211,99.85204704592459,-0.0007079088711776649,Normal
212,99.85133913705343,-0.000707908871163454,Normal
213,99.85063122818225,-0.0007079088711776649,Normal
214,99.84992331931107,-0.0007079088711776649,Normal
215,99.84921541043991,-0.000707908871163454,Normal
216,99.84850750156873,-0.0007079088711776649,Normal
217,99.84779959269756,-0.0007079088711776649,Normal
218,99.84709168382639,-0.000707908871163454,Normal
219,99.84638377495521,-0.0007079088711776649,Normal
220,99.84567586608402,-0.0007079088711918757,Normal
221,99.84496795721284,-0.0007079088711776649,Normal
222,99.84426004834168,-0.000707908871163454,Normal
223,99.8435521394705,-0.0007079088711776649,Normal
224,99.84284423059933,-0.0007079088711776649,Normal
225,99.84213632172816,-0.000707908871163454,Normal
226,99.84142841285698,-0.0007079088711776649,Normal
227,99.8407205039858,-0.0007079088711776649,Normal
228,99.84001259511464,-0.000707908871163454,Normal
229,99.83930468624347,-0.0007079088711776649,Normal
230,99.83859677737227,-0.0007079088711918757,Normal
231,99.83788886850111,-0.000707908871163454,Normal
232,99.83718095962993,-0.0007079088711776649,Normal
233,99.83647305075877,-0.000707908871163454,Normal
234,99.83576514188759,-0.0007079088711776649,Normal
235,99.83505723301641,-0.0007079088711776649,Normal
236,99.83434932414524,-0.0007079088711776649,Normal
237,99.83364141527406,-0.0007079088711776649,Normal
238,99.8329335064029,-0.000707908871163454,Normal
239,99.83222559753172,-0.0007079088711776649,Normal
240,99.83151768866054,-0.0007079088711776649,Normal
241,99.83080977978936,-0.0007079088711776649,Normal
242,99.8301018709182,-0.000707908871163454,Normal
243,99.82939396204702,-0.0007079088711776649,Normal
244,99.82868605317586,-0.000707908871163454,Normal
245,99.82797814430468,-0.0007079088711776649,Normal
246,99.82727023543349,-0.0007079088711918757,Normal
247,99.82656232656232,-0.000707908871163454,Normal
248,99.82585441769115,-0.0007079088711776649,Normal
249,99.82514650881998,-0.000707908871163454,Normal
250,99.8244385999488,-0.0007079088711776649,Normal
251,99.82373069107764,-0.000707908871163454,Normal
252,99.82302278220645,-0.0007079088711918757,Normal
253,99.82231487333527,-0.0007079088711776649,Normal
254,99.82160696446411,-0.000707908871163454,Normal
255,99.82089905559293,-0.0007079088711776649,Normal
256,99.82019114672175,-0.0007079088711776649,Normal
257,99.81948323785059,-0.000707908871163454,Normal
258,99.81877532897941,-0.0007079088711776649,Normal
259,99.81806742010824,-0.0007079088711776649,Normal
260,99.81735951123707,-0.000707908871163454,Normal
261,99.8166516023659,-0.0007079088711776649,Normal
262,99.8159436934947,-0.0007079088711918757,Normal
263,99.81523578462354,-0.000707908871163454,Normal
264,99.81452787575236,-0.0007079088711776649,Normal
265,99.8138199668812,-0.000707908871163454,Normal
266,99.81311205801002,-0.0007079088711776649,Normal
267,99.81240414913884,-0.0007079088711776649,Normal
268,99.81169624026766,-0.0007079088711776649,Normal
269,99.81098833139649,-0.0007079088711776649,Normal
270,99.81028042252532,-0.000707908871163454,Normal
271,99.80957251365415,-0.0007079088711776649,Normal
272,99.80886460478297,-0.0007079088711776649,Normal
273,99.80815669591179,-0.0007079088711776649,Normal
274,99.80744878704063,-0.000707908871163454,Normal
275,99.80674087816945,-0.0007079088711776649,Normal
276,99.80603296929829,-0.000707908871163454,Normal
277,99.8053250604271,-0.0007079088711918757,Normal
278,99.80461715155593,-0.000707908871163454,Normal
279,99.80390924268474,-0.0007079088711918757,Normal
280,99.80320133381358,-0.000707908871163454,Normal
281,99.8024934249424,-0.0007079088711776649,Normal
282,99.80178551607122,-0.0007079088711776649,Normal
283,99.80107760720006,-0.000707908871163454,Normal
284,99.80036969832888,-0.0007079088711776649,Normal
285,99.7996617894577,-0.0007079088711776649,Normal
286,99.79895388058654,-0.000707908871163454,Normal
287,99.79824597171536,-0.0007079088711776649,Normal
288,99.79753806284418,-0.0007079088711776649,Normal
289,99.79683015397302,-0.000707908871163454,Normal
290,99.79612224510184,-0.0007079088711776649,Normal
291,99.79541433623066,-0.0007079088711776649,Normal
292,99.7947064273595,-0.000707908871163454,Normal
293,99.79399851848832,-0.0007079088711776649,Normal
294,99.79329060961713,-0.0007079088711918757,Normal
295,99.79258270074595,-0.0007079088711776649,Normal
296,99.79187479187479,-0.000707908871163454,Normal
297,99.79116688300363,-0.000707908871163454,Normal
298,99.79045897413245,-0.0007079088711776649,Normal
299,99.78975106526127,-0.0007079088711776649,Normal
300,99.7890431563901,-0.0007079088711776649,Normal
301,99.78833524751892,-0.0007079088711776649,Normal
302,99.78762733864774,-0.0007079088711776649,Normal
303,99.78691942977657,-0.000707908871163454,Normal
304,99.7862115209054,-0.0007079088711776649,Normal
305,99.78550361203422,-0.0007079088711776649,Normal
306,99.78479570316304,-0.0007079088711776649,Normal
307,99.78408779429188,-0.000707908871163454,Normal
308,99.78337988542071,-0.000707908871163454,Normal
309,99.78267197654952,-0.0007079088711918757,Normal
310,99.78196406767836,-0.000707908871163454,Normal
311,99.78125615880717,-0.0007079088711918757,Normal
312,99.780548249936,-0.000707908871163454,Normal
313,99.77984034106483,-0.0007079088711776649,Normal
314,99.77913243219365,-0.0007079088711776649,Normal
315,99.77842452332249,-0.000707908871163454,Normal
316,99.77771661445131,-0.0007079088711776649,Normal
317,99.77700870558013,-0.0007079088711776649,Normal
318,99.77630079670897,-0.000707908871163454,Normal
319,99.77559288783779,-0.0007079088711776649,Normal
320,99.77488497896661,-0.0007079088711776649,Normal
321,99.77417707009545,-0.000707908871163454,Normal
322,99.77346916122427,-0.0007079088711776649,Normal
323,99.77276125235309,-0.0007079088711776649,Normal
324,99.77205334348193,-0.000707908871163454,Normal
325,99.77134543461075,-0.0007079088711776649,Normal
326,99.77063752573956,-0.0007079088711918757,Normal
327,99.76992961686838,-0.0007079088711776649,Normal
328,99.76922170799722,-0.000707908871163454,Normal
329,99.76851379912604,-0.0007079088711776649,Normal
330,99.76780589025486,-0.0007079088711776649,Normal
331,99.7670979813837,-0.000707908871163454,Normal
332,99.76639007251252,-0.0007079088711776649,Normal
333,99.76568216364134,-0.0007079088711776649,Normal
334,99.76497425477018,-0.000707908871163454,Normal
335,99.764266345899,-0.0007079088711776649,Normal
336,99.76355843702781,-0.0007079088711918757,Normal
337,99.76285052815665,-0.000707908871163454,Normal
338,99.76214261928547,-0.0007079088711776649,Normal
339,99.7614347104143,-0.000707908871163454,Normal
340,99.76072680154313,-0.0007079088711776649,Normal
341,99.76001889267195,-0.0007079088711776649,Normal
342,99.75931098380077,-0.0007079088711776649,Normal
343,99.7586030749296,-0.0007079088711776649,Normal
344,99.75789516605843,-0.000707908871163454,Normal
345,99.75718725718725,-0.0007079088711776649,Normal
346,99.75647934831608,-0.0007079088711776649,Normal
347,99.7557714394449,-0.0007079088711776649,Normal
348,99.75506353057374,-0.000707908871163454,Normal
349,99.75435562170256,-0.0007079088711776649,Normal
350,99.7536477128314,-0.000707908871163454,Normal
351,99.75293980396022,-0.0007079088711776649,Normal
352,99.75223189508903,-0.0007079088711918757,Normal
353,99.75152398621786,-0.000707908871163454,Normal
354,99.75081607734668,-0.0007079088711776649,Normal
355,99.75010816847552,-0.000707908871163454,Normal
356,99.74940025960434,-0.0007079088711776649,Normal
357,99.74869235073318,-0.000707908871163454,Normal
358,99.74798444186199,-0.0007079088711918757,Normal
359,99.74727653299081,-0.0007079088711776649,Normal
360,99.74656862411965,-0.000707908871163454,Normal
361,99.74586071524847,-0.0007079088711776649,Normal
362,99.74515280637729,-0.0007079088711776649,Normal
363,99.74444489750613,-0.000707908871163454,Normal
364,99.74373698863495,-0.0007079088711776649,Normal
365,99.74302907976377,-0.0007079088711776649,Normal
366,99.74232117089261,-0.000707908871163454,Normal
367,99.74161326202143,-0.0007079088711776649,Normal
368,99.74090535315024,-0.0007079088711918757,Normal
369,99.74019744427908,-0.000707908871163454,Normal
370,99.7394895354079,-0.0007079088711776649,Normal
371,99.73878162653673,-0.000707908871163454,Normal
372,99.73807371766556,-0.0007079088711776649,Normal
373,99.73736580879438,-0.0007079088711776649,Normal
374,99.7366578999232,-0.0007079088711776649,Normal
375,99.73594999105202,-0.0007079088711776649,Normal
376,99.73524208218086,-0.000707908871163454,Normal
377,99.73453417330968,-0.0007079088711776649,Normal
378,99.7338262644385,-0.0007079088711776649,Normal
379,99.73311835556733,-0.0007079088711776649,Normal
380,99.73241044669616,-0.000707908871163454,Normal
381,99.73170253782499,-0.0007079088711776649,Normal
382,99.73099462895382,-0.000707908871163454,Normal
383,99.73028672008265,-0.0007079088711776649,Normal
384,99.72957881121145,-0.0007079088711918757,Normal
385,99.72887090234028,-0.0007079088711776649,Normal
386,99.72816299346911,-0.000707908871163454,Normal
387,99.72745508459795,-0.000707908871163454,Normal
388,99.72674717572677,-0.0007079088711776649,Normal
389,99.7260392668556,-0.0007079088711776649,Normal
390,99.72533135798442,-0.0007079088711776649,Normal
391,99.72462344911324,-0.0007079088711776649,Normal
392,99.72391554024207,-0.000707908871163454,Normal
393,99.72320763137091,-0.000707908871163454,Normal
394,99.72249972249972,-0.0007079088711918757,Normal
395,99.72179181362856,-0.000707908871163454,Normal
396,99.72108390475736,-0.0007079088711918757,Normal
397,99.7203759958862,-0.000707908871163454,Normal
398,99.71966808701504,-0.000707908871163454,Normal
399,99.71896017814386,-0.0007079088711776649,Normal
400,99.71825226927267,-0.0007079088711918757,Normal
401,99.7175443604015,-0.000707908871163454,Normal
402,99.71683645153033,-0.0007079088711776649,Normal
403,99.71612854265916,-0.000707908871163454,Normal
404,99.71542063378797,-0.0007079088711918757,Normal
405,99.71471272491681,-0.000707908871163454,Normal
406,99.71400481604564,-0.000707908871163454,Normal
407,99.71329690717445,-0.0007079088711918757,Normal
408,99.71258899830329,-0.000707908871163454,Normal
409,99.71188108943211,-0.0007079088711776649,Normal
410,99.71117318056093,-0.0007079088711776649,Normal
411,99.71046527168977,-0.000707908871163454,Normal
412,99.70975736281858,-0.0007079088711918757,Normal
413,99.70904945394742,-0.000707908871163454,Normal
414,99.70834154507625,-0.000707908871163454,Normal
415,99.70763363620507,-0.0007079088711776649,Normal
416,99.70692572733388,-0.0007079088711918757,Normal
417,99.7062178184627,-0.0007079088711776649,Normal
418,99.70550990959154,-0.000707908871163454,Normal
419,99.70480200072038,-0.000707908871163454,Normal
420,99.7040940918492,-0.0007079088711776649,Normal
421,99.70338618297802,-0.0007079088711776649,Normal
422,99.70267827410684,-0.0007079088711776649,Normal
423,99.70197036523567,-0.0007079088711776649,Normal
424,99.7012624563645,-0.000707908871163454,Normal
425,99.70055454749334,-0.000707908871163454,Normal
426,99.69984663862215,-0.0007079088711918757,Normal
427,99.69913872975098,-0.000707908871163454,Normal
428,99.69843082087979,-0.0007079088711918757,Normal
429,99.69772291200863,-0.000707908871163454,Normal
430,99.69701500313747,-0.000707908871163454,Normal
431,99.69630709426629,-0.0007079088711776649,Normal
432,99.6955991853951,-0.0007079088711918757,Normal
433,99.69489127652393,-0.000707908871163454,Normal
434,99.69418336765276,-0.0007079088711776649,Normal
435,99.69347545878159,-0.000707908871163454,Normal
436,99.6927675499104,-0.0007079088711918757,Normal
437,99.69205964103924,-0.000707908871163454,Normal
438,99.69135173216806,-0.0007079088711776649,Normal
439,99.69064382329688,-0.0007079088711776649,Normal
440,99.6899359144257,-0.0007079088711776649,Normal
441,99.68922800555453,-0.0007079088711776649,Normal
442,99.68852009668336,-0.000707908871163454,Normal
443,99.68781218781218,-0.0007079088711776649,Normal
444,99.687104278941,-0.0007079088711776649,Normal
445,99.68639637006984,-0.000707908871163454,Normal
446,99.68568846119867,-0.0007079088711776649,Normal
447,99.68498055232749,-0.0007079088711776649,Normal
448,99.68427264345632,-0.000707908871163454,Normal
449,99.68356473458515,-0.0007079088711776649,Normal
450,99.68285682571397,-0.0007079088711776649,Normal
451,99.6821489168428,-0.000707908871163454,Normal
452,99.68144100797163,-0.0007079088711776649,Normal
453,99.68073309910044,-0.0007079088711918757,Normal
454,99.68002519022926,-0.0007079088711776649,Normal
455,99.6793172813581,-0.000707908871163454,Normal
456,99.67860937248693,-0.000707908871163454,Normal
457,99.67790146361575,-0.0007079088711776649,Normal
458,99.67719355474458,-0.0007079088711776649,Normal
459,99.6764856458734,-0.0007079088711776649,Normal
460,99.67577773700222,-0.0007079088711776649,Normal
461,99.67506982813104,-0.0007079088711776649,Normal
462,99.67436191925988,-0.000707908871163454,Normal
463,99.6736540103887,-0.0007079088711776649,Normal
464,99.67294610151752,-0.0007079088711776649,Normal
465,99.67223819264635,-0.0007079088711776649,Normal
466,99.67153028377518,-0.000707908871163454,Normal
467,99.67082237490402,-0.000707908871163454,Normal
468,99.67011446603283,-0.0007079088711918757,Normal
469,99.66940655716166,-0.000707908871163454,Normal
470,99.66869864829047,-0.0007079088711918757,Normal
471,99.66799073941931,-0.000707908871163454,Normal
472,99.66728283054813,-0.0007079088711776649,Normal
473,99.66657492167695,-0.0007079088711776649,Normal
474,99.66586701280579,-0.000707908871163454,Normal
475,99.66515910393461,-0.0007079088711776649,Normal
476,99.66445119506344,-0.0007079088711776649,Normal
477,99.66374328619227,-0.000707908871163454,Normal
478,99.6630353773211,-0.0007079088711776649,Normal
479,99.66232746844992,-0.0007079088711776649,Normal
480,99.66161955957875,-0.000707908871163454,Normal
481,99.66091165070758,-0.0007079088711776649,Normal
482,99.6602037418364,-0.0007079088711776649,Normal
483,99.65949583296523,-0.000707908871163454,Normal
484,99.65878792409406,-0.0007079088711776649,Normal
485,99.65808001522286,-0.0007079088711918757,Normal
486,99.65737210635169,-0.0007079088711776649,Normal
487,99.65666419748052,-0.000707908871163454,Normal
488,99.65595628860936,-0.000707908871163454,Normal
489,99.65524837973818,-0.0007079088711776649,Normal
490,99.654540470867,-0.0007079088711776649,Normal
491,99.65383256199583,-0.0007079088711776649,Normal
492,99.65312465312465,-0.0007079088711776649,Normal
493,99.65241674425347,-0.0007079088711776649,Normal
494,99.65170883538231,-0.000707908871163454,Normal
495,99.65100092651113,-0.0007079088711776649,Normal
496,99.65029301763995,-0.0007079088711776649,Normal
497,99.64958510876878,-0.0007079088711776649,Normal
498,99.64887719989761,-0.000707908871163454,Normal
499,99.64816929102643,-0.0007079088711776649,Normal
500,99.64746138215526,-0.0007079088711776649,Normal
501,99.6467534732841,-0.000707908871163454,Normal
502,99.64604556441292,-0.0007079088711776649,Normal
503,99.64533765554174,-0.0007079088711776649,Normal
504,99.64462974667057,-0.000707908871163454,Normal
505,99.6439218377994,-0.0007079088711776649,Normal
506,99.6432139289282,-0.0007079088711918757,Normal
507,99.64250602005703,-0.0007079088711776649,Normal
508,99.64179811118586,-0.000707908871163454,Normal
509,99.6410902023147,-0.000707908871163454,Normal
510,99.64038229344352,-0.0007079088711776649,Normal
511,99.63967438457234,-0.0007079088711776649,Normal
512,99.63896647570117,-0.0007079088711776649,Normal
513,99.63825856682999,-0.0007079088711776649,Normal
514,99.63755065795881,-0.0007079088711776649,Normal
515,99.63684274908765,-0.000707908871163454,Normal
516,99.63613484021647,-0.0007079088711776649,Normal
517,99.6354269313453,-0.0007079088711776649,Normal
518,99.63471902247412,-0.0007079088711776649,Normal
519,99.63401111360295,-0.000707908871163454,Normal
520,99.63330320473179,-0.000707908871163454,Normal
521,99.6325952958606,-0.0007079088711918757,Normal
522,99.63188738698943,-0.000707908871163454,Normal
523,99.63117947811824,-0.0007079088711918757,Normal
524,99.63047156924708,-0.000707908871163454,Normal
525,99.6297636603759,-0.0007079088711776649,Normal
526,99.62905575150472,-0.0007079088711776649,Normal
527,99.62834784263356,-0.000707908871163454,Normal
528,99.62763993376238,-0.0007079088711776649,Normal
529,99.6269320248912,-0.0007079088711776649,Normal
530,99.62622411602004,-0.000707908871163454,Normal
531,99.62551620714886,-0.0007079088711776649,Normal
532,99.62480829827769,-0.0007079088711776649,Normal
533,99.62410038940652,-0.000707908871163454,Normal
534,99.62339248053534,-0.0007079088711776649,Normal
535,99.62268457166417,-0.0007079088711776649,Normal
536,99.621976662793,-0.000707908871163454,Normal
537,99.62126875392183,-0.0007079088711776649,Normal
538,99.62056084505063,-0.0007079088711918757,Normal
539,99.61985293617946,-0.0007079088711776649,Normal
540,99.61914502730829,-0.000707908871163454,Normal
541,99.61843711843713,-0.000707908871163454,Normal
542,99.61772920956595,-0.0007079088711776649,Normal
543,99.61702130069477,-0.0007079088711776649,Normal
544,99.6163133918236,-0.0007079088711776649,Normal
545,99.61560548295242,-0.0007079088711776649,Normal
546,99.61489757408124,-0.0007079088711776649,Normal
547,99.61418966521008,-0.000707908871163454,Normal
548,99.6134817563389,-0.0007079088711776649,Normal
549,99.61277384746772,-0.0007079088711776649,Normal
550,99.61206593859654,-0.0007079088711776649,Normal
551,99.61135802972538,-0.000707908871163454,Normal
552,99.6106501208542,-0.0007079088711776649,Normal
553,99.60994221198303,-0.0007079088711776649,Normal
554,99.60923430311186,-0.000707908871163454,Normal
555,99.60852639424068,-0.0007079088711776649,Normal
556,99.6078184853695,-0.0007079088711776649,Normal
557,99.60711057649834,-0.000707908871163454,Normal
558,99.60640266762717,-0.0007079088711776649,Normal
559,99.60569475875597,-0.0007079088711918757,Normal
560,99.6049868498848,-0.0007079088711776649,Normal
561,99.60427894101363,-0.000707908871163454,Normal
562,99.60357103214247,-0.000707908871163454,Normal
563,99.60286312327129,-0.0007079088711776649,Normal
564,99.60215521440011,-0.0007079088711776649,Normal
565,99.60144730552894,-0.0007079088711776649,Normal
566,99.60073939665776,-0.0007079088711776649,Normal
